128	256
0.5	0.51	0.52	0.54	0.55	0.56	0.57	0.59	0.6	0.61	0.62	0.63	0.65	0.66	0.67	0.68	0.69	0.7	0.71	0.72	0.74	0.75	0.76	0.77	0.78	0.79	0.8	0.81	0.82	0.83	0.84	0.84	0.85	0.86	0.87	0.88	0.89	0.89	0.9	0.91	0.92	0.92	0.93	0.94	0.94	0.95	0.95	0.96	0.96	0.97	0.97	0.97	0.98	0.98	0.99	0.99	0.99	0.99	0.99	1	1	1	1	1	1	1	1	1	1	1	0.99	0.99	0.99	0.99	0.99	0.98	0.98	0.97	0.97	0.97	0.96	0.96	0.95	0.95	0.94	0.94	0.93	0.92	0.92	0.91	0.9	0.89	0.89	0.88	0.87	0.86	0.85	0.84	0.84	0.83	0.82	0.81	0.8	0.79	0.78	0.77	0.76	0.75	0.74	0.72	0.71	0.7	0.69	0.68	0.67	0.66	0.65	0.63	0.62	0.61	0.6	0.59	0.57	0.56	0.55	0.54	0.52	0.51	0.5	0.49	0.48	0.46	0.45	0.44	0.43	0.41	0.4	0.39	0.38	0.37	0.35	0.34	0.33	0.32	0.31	0.3	0.29	0.28	0.26	0.25	0.24	0.23	0.22	0.21	0.2	0.19	0.18	0.17	0.16	0.16	0.15	0.14	0.13	0.12	0.11	0.11	0.1	0.09	0.08	0.08	0.07	0.06	0.06	0.05	0.05	0.04	0.04	0.03	0.03	0.03	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.03	0.03	0.03	0.04	0.04	0.05	0.05	0.06	0.06	0.07	0.08	0.08	0.09	0.1	0.11	0.11	0.12	0.13	0.14	0.15	0.16	0.16	0.17	0.18	0.19	0.2	0.21	0.22	0.23	0.24	0.25	0.26	0.28	0.29	0.3	0.31	0.32	0.33	0.34	0.35	0.37	0.38	0.39	0.4	0.41	0.43	0.44	0.45	0.46	0.48	0.5
0.52	0.532364	0.543135	0.555628	0.565822	0.575529	0.585734	0.598147	0.608335	0.617909	0.627516	0.637794	0.650328	0.66062	0.670208	0.67958	0.688932	0.698397	0.708165	0.718718	0.731575	0.742204	0.752118	0.761779	0.771344	0.780868	0.790362	0.79981	0.809151	0.818222	0.826552	0.83262	0.840941	0.849969	0.859166	0.868194	0.876502	0.882511	0.890661	0.899246	0.907286	0.913015	0.920696	0.928229	0.933415	0.940057	0.944845	0.951242	0.955789	0.961806	0.965504	0.969134	0.974924	0.979014	0.984524	0.987452	0.989551	0.991521	0.994019	0.998633	1.00086	1.00223	1.00321	1.00396	1.00453	1.00494	1.00517	1.00516	1.00474	1.00344	0.999726	0.998105	0.99698	0.995693	0.993543	0.988775	0.985392	0.980274	0.977283	0.97419	0.968749	0.964747	0.958868	0.95457	0.948392	0.943644	0.936521	0.929222	0.923845	0.916123	0.907821	0.899914	0.894107	0.885954	0.877033	0.867892	0.858865	0.850491	0.844314	0.835818	0.826526	0.81691	0.807134	0.797261	0.787309	0.77727	0.76709	0.756614	0.745382	0.73188	0.720643	0.710148	0.699917	0.689755	0.67953	0.669043	0.657803	0.644271	0.632944	0.622233	0.6115	0.600099	0.586419	0.574898	0.56384	0.552298	0.538577	0.527112	0.516292	0.505467	0.493986	0.480238	0.468658	0.457553	0.445976	0.432231	0.420757	0.409945	0.399149	0.387732	0.374106	0.362769	0.352182	0.341855	0.33159	0.321254	0.310655	0.29931	0.2857	0.274356	0.263764	0.253463	0.243296	0.233207	0.223187	0.213252	0.203463	0.193985	0.185288	0.178895	0.170289	0.161019	0.151621	0.142434	0.134007	0.127921	0.119734	0.111152	0.103155	0.097506	0.0899434	0.0825633	0.0775655	0.0711433	0.0666044	0.0604841	0.0562368	0.0505406	0.0471777	0.0438946	0.0384572	0.034721	0.029559	0.0269689	0.0251897	0.0235173	0.0212884	0.0169084	0.0148741	0.0136549	0.0127778	0.0120801	0.0115033	0.011033	0.010686	0.010523	0.0107091	0.0117193	0.0150861	0.0163147	0.0170011	0.0178101	0.0194471	0.0236744	0.026495	0.031037	0.0334459	0.0359568	0.040824	0.0442663	0.0496068	0.0533924	0.059089	0.0633902	0.0701042	0.0770326	0.0820802	0.0895115	0.0975624	0.105256	0.110886	0.118895	0.127704	0.136763	0.145735	0.154084	0.160262	0.168787	0.178138	0.187845	0.197749	0.207791	0.217957	0.228266	0.238778	0.249656	0.261373	0.275451	0.287368	0.298656	0.309808	0.321028	0.33246	0.344313	0.357086	0.372326	0.385543	0.39833	0.411331	0.425197	0.44155	0.455974	0.470216	0.485338	0.503281	0.52
0.55	0.556334	0.564573	0.573592	0.582181	0.590621	0.599334	0.608602	0.617377	0.625891	0.634476	0.643455	0.653028	0.662082	0.670774	0.679326	0.687902	0.696641	0.705699	0.715286	0.72553	0.735273	0.744634	0.753794	0.762864	0.771892	0.780891	0.789839	0.798674	0.807277	0.81545	0.823059	0.831239	0.839823	0.848543	0.85714	0.865328	0.872895	0.880894	0.889034	0.896873	0.904062	0.911513	0.918776	0.925335	0.931923	0.938032	0.944276	0.950046	0.955858	0.961	0.966023	0.971456	0.976506	0.981521	0.985612	0.989103	0.992377	0.995774	0.999497	1.00242	1.00469	1.00648	1.00792	1.00905	1.00988	1.0104	1.01054	1.01018	1.00911	1.0072	1.00556	1.00398	1.00212	0.999585	0.996058	0.992428	0.988344	0.984603	0.980678	0.976021	0.971346	0.966141	0.961016	0.955358	0.949674	0.943232	0.936543	0.930055	0.922851	0.915272	0.907756	0.900586	0.892703	0.884313	0.875697	0.867109	0.858816	0.85098	0.842467	0.833415	0.82402	0.814407	0.804642	0.79475	0.784725	0.774519	0.764028	0.753072	0.741534	0.730574	0.720061	0.709786	0.699589	0.68933	0.678839	0.667892	0.656326	0.645251	0.634464	0.623639	0.61244	0.600639	0.589288	0.578118	0.566726	0.554845	0.543525	0.532534	0.521532	0.510179	0.498243	0.486777	0.475512	0.464048	0.452118	0.440775	0.429791	0.418835	0.407582	0.39583	0.38469	0.374003	0.363543	0.353144	0.342664	0.331945	0.320775	0.309023	0.297848	0.287129	0.276685	0.266407	0.256245	0.246189	0.236262	0.226526	0.217103	0.208191	0.199925	0.191171	0.182096	0.172969	0.164047	0.155618	0.147891	0.139815	0.131677	0.12392	0.116889	0.10967	0.102712	0.0965262	0.0903763	0.0847653	0.0790727	0.073902	0.0687298	0.0642598	0.0599303	0.0552032	0.0508614	0.0465434	0.0431288	0.0402796	0.0376035	0.0347464	0.0314963	0.0289652	0.0270073	0.0254235	0.0240945	0.0229631	0.0220141	0.0212672	0.0207843	0.020689	0.0211845	0.0224204	0.0232883	0.0240032	0.0249222	0.0264399	0.0288967	0.0314149	0.0343581	0.036945	0.0397157	0.0432338	0.0467975	0.0509326	0.055038	0.0597367	0.0645288	0.0701521	0.0760994	0.0819246	0.0885442	0.0956153	0.102697	0.109505	0.11709	0.125247	0.133688	0.142157	0.150387	0.158213	0.166772	0.17593	0.185495	0.195351	0.205441	0.215752	0.226305	0.237164	0.248451	0.260367	0.27305	0.285362	0.297456	0.309566	0.321875	0.334543	0.34776	0.36177	0.376747	0.391595	0.406527	0.421877	0.437987	0.4551	0.472193	0.4896	0.507888	0.527802	0.55
0.57	0.578423	0.585279	0.592061	0.598789	0.605561	0.612524	0.619716	0.62687	0.63401	0.641266	0.648765	0.656504	0.664177	0.671761	0.679338	0.687008	0.694868	0.703009	0.711499	0.720286	0.72902	0.737638	0.74618	0.754691	0.7632	0.77171	0.780203	0.788636	0.796948	0.805081	0.813076	0.82126	0.829648	0.83813	0.846564	0.854822	0.86288	0.870998	0.879122	0.887091	0.894813	0.902474	0.909964	0.917154	0.924182	0.930984	0.937673	0.944137	0.950443	0.95646	0.962333	0.968187	0.973829	0.979224	0.984134	0.988619	0.992836	0.996915	1.00085	1.00432	1.00728	1.00976	1.01182	1.0135	1.01478	1.01565	1.01607	1.01597	1.01529	1.01408	1.01265	1.01098	1.00895	1.00639	1.00324	0.999735	0.995917	0.991979	0.987799	0.983236	0.978425	0.973302	0.967982	0.962353	0.95648	0.95022	0.943701	0.937025	0.93	0.922709	0.915305	0.907829	0.900015	0.891875	0.883531	0.875118	0.866744	0.858388	0.849727	0.840719	0.831426	0.821916	0.812236	0.802413	0.792449	0.782322	0.771993	0.761424	0.750684	0.740122	0.729791	0.719621	0.709516	0.699377	0.689097	0.678588	0.667867	0.657235	0.646686	0.636091	0.625314	0.614332	0.603412	0.592524	0.581546	0.570449	0.5595	0.548674	0.537832	0.526833	0.515655	0.504564	0.493535	0.482446	0.47127	0.460278	0.449449	0.438649	0.427753	0.416757	0.405966	0.395398	0.384966	0.374567	0.364099	0.353467	0.342602	0.331551	0.320664	0.310004	0.299529	0.289196	0.278977	0.26887	0.258895	0.249098	0.239542	0.230286	0.22129	0.212231	0.203093	0.193985	0.185052	0.17642	0.168111	0.159866	0.151735	0.14388	0.136387	0.129068	0.122029	0.115394	0.109019	0.10296	0.097096	0.0915298	0.0861819	0.0811714	0.0763393	0.0715454	0.0669664	0.0626206	0.0587285	0.0552114	0.0518967	0.0486354	0.0454163	0.0425477	0.0400646	0.0379088	0.0360211	0.0343661	0.0329344	0.0317419	0.0308308	0.0302662	0.0301126	0.0303403	0.0306463	0.031046	0.0316927	0.0327626	0.0343376	0.0362001	0.0383347	0.0405674	0.043041	0.0459173	0.0490806	0.0526134	0.056416	0.0606148	0.0651561	0.0701896	0.0755937	0.0812683	0.0874057	0.0939214	0.100659	0.10757	0.114918	0.122682	0.130738	0.138945	0.147195	0.155506	0.164207	0.173342	0.18286	0.192704	0.202842	0.213266	0.223996	0.235076	0.246577	0.258563	0.271	0.283571	0.296259	0.309168	0.322426	0.336167	0.350526	0.365617	0.381444	0.397724	0.414472	0.431827	0.44993	0.468812	0.48822	0.508202	0.52888	0.550072	0.57
0.6	0.602115	0.606133	0.610694	0.615495	0.620489	0.625698	0.631112	0.636652	0.642315	0.648147	0.654189	0.660425	0.66676	0.67317	0.679686	0.686363	0.693258	0.700419	0.707863	0.71554	0.723321	0.731146	0.739009	0.746919	0.754884	0.762903	0.770959	0.779027	0.787079	0.7951	0.803129	0.811269	0.819542	0.8279	0.836271	0.844593	0.852857	0.86112	0.869366	0.877533	0.885582	0.893539	0.901369	0.90903	0.916545	0.923907	0.931135	0.938204	0.945115	0.951841	0.958416	0.96486	0.971104	0.97709	0.982732	0.988029	0.99303	0.99777	1.00222	1.00626	1.00984	1.01295	1.0156	1.0178	1.01955	1.02081	1.02158	1.02182	1.02152	1.02071	1.01951	1.01792	1.01591	1.01343	1.01045	1.00709	1.00338	0.999407	0.995151	0.990584	0.985737	0.980612	0.975238	0.969597	0.963695	0.957506	0.951067	0.944405	0.937484	0.930332	0.922999	0.915488	0.90773	0.899721	0.891515	0.883176	0.874744	0.866199	0.857434	0.848417	0.839165	0.829715	0.820101	0.810348	0.800466	0.790459	0.780322	0.770069	0.759764	0.749539	0.739442	0.729455	0.719526	0.709592	0.699592	0.689484	0.679286	0.669083	0.658884	0.648638	0.638294	0.627849	0.617378	0.606885	0.596341	0.585752	0.575195	0.564667	0.554116	0.543492	0.532795	0.522101	0.511419	0.500723	0.490023	0.479394	0.46884	0.458311	0.447764	0.437209	0.426736	0.416364	0.406055	0.395748	0.385382	0.374903	0.364291	0.353592	0.342934	0.332374	0.321921	0.311565	0.301301	0.291133	0.281078	0.271167	0.261431	0.251887	0.242498	0.233163	0.223864	0.214647	0.205586	0.196741	0.188123	0.179669	0.171397	0.163365	0.155607	0.148093	0.140854	0.133923	0.127271	0.120894	0.114761	0.108885	0.103249	0.0978643	0.0926775	0.0876487	0.0828246	0.0782418	0.0739635	0.0699657	0.0661775	0.0625404	0.059063	0.0558421	0.0529135	0.0502666	0.0478784	0.0457323	0.043825	0.042168	0.0407863	0.0397107	0.0389593	0.0385033	0.0382521	0.038203	0.0384196	0.0389773	0.0399043	0.0411413	0.0426551	0.0444025	0.0464274	0.048786	0.0514718	0.0545057	0.0578797	0.0616303	0.0657657	0.0703219	0.0752703	0.0805864	0.0863059	0.0923998	0.0988136	0.105536	0.112632	0.120096	0.127869	0.135883	0.144095	0.152527	0.161287	0.170418	0.179914	0.189754	0.199925	0.210428	0.22128	0.232513	0.244167	0.25627	0.2688	0.28167	0.294879	0.30849	0.3226	0.337315	0.352734	0.368931	0.385917	0.403626	0.422061	0.441279	0.461331	0.482216	0.503857	0.526253	0.549461	0.573658	0.6
0.62	0.623949	0.62654	0.629227	0.632193	0.635435	0.638943	0.642697	0.646668	0.650848	0.655249	0.659883	0.66474	0.669786	0.675011	0.68043	0.68607	0.691963	0.698132	0.704578	0.71127	0.71815	0.725177	0.732333	0.739613	0.747014	0.754528	0.762143	0.769843	0.777613	0.785449	0.793369	0.801409	0.809575	0.817843	0.826175	0.834536	0.84291	0.851304	0.859702	0.868073	0.876394	0.884657	0.89284	0.900925	0.908908	0.916784	0.924552	0.932198	0.939714	0.947086	0.954312	0.961381	0.968254	0.974883	0.98122	0.987247	0.992962	0.99836	1.00341	1.00805	1.01223	1.01594	1.01915	1.02188	1.02409	1.02578	1.02694	1.02754	1.02759	1.02712	1.02616	1.02474	1.02285	1.02049	1.01766	1.01442	1.0108	1.00686	1.00261	0.998058	0.993216	0.988101	0.982729	0.977101	0.971222	0.96509	0.958718	0.952118	0.945284	0.938227	0.930963	0.923492	0.915793	0.907867	0.899738	0.891435	0.882976	0.874351	0.865528	0.856492	0.847253	0.837837	0.828271	0.81858	0.808784	0.798897	0.788935	0.778924	0.768911	0.758958	0.749096	0.739321	0.729606	0.719914	0.710206	0.700458	0.69067	0.680864	0.671039	0.661173	0.651243	0.641246	0.631203	0.621119	0.610992	0.600828	0.590652	0.580466	0.570253	0.559994	0.549693	0.539378	0.529059	0.518737	0.508423	0.498142	0.487897	0.47767	0.467445	0.457226	0.447039	0.436887	0.426749	0.416588	0.406366	0.396055	0.385648	0.375174	0.364686	0.354226	0.343812	0.33345	0.323147	0.312913	0.302766	0.292725	0.28281	0.273029	0.263368	0.253794	0.244304	0.234923	0.22569	0.21664	0.207787	0.199125	0.190665	0.182436	0.174456	0.166727	0.159264	0.152078	0.14516	0.138505	0.132098	0.125937	0.120011	0.114313	0.108822	0.103523	0.0984296	0.0935613	0.0889374	0.0845483	0.0803655	0.0763666	0.0725581	0.0689749	0.0656386	0.062552	0.0597091	0.0571047	0.05474	0.0526236	0.0507699	0.0491942	0.0479021	0.0468804	0.0461012	0.045565	0.0453	0.0453401	0.0456997	0.0463638	0.0473177	0.0485521	0.0500853	0.0519436	0.0541394	0.0566874	0.0595976	0.0628893	0.0665763	0.0706728	0.0751748	0.0800763	0.0853819	0.0910787	0.097146	0.103577	0.110385	0.11756	0.125073	0.132889	0.14099	0.149385	0.158115	0.167205	0.17666	0.186476	0.196653	0.207198	0.218129	0.229474	0.241262	0.25352	0.266254	0.27946	0.293163	0.307425	0.322327	0.33796	0.354409	0.371739	0.389979	0.409133	0.42921	0.450235	0.472221	0.495154	0.51899	0.543691	0.569189	0.59517	0.62
0.65	0.647199	0.646964	0.647652	0.648839	0.650394	0.652272	0.654449	0.656905	0.659634	0.662636	0.665913	0.669458	0.673259	0.677313	0.681627	0.686216	0.691097	0.69628	0.701761	0.707522	0.713531	0.719763	0.726199	0.732829	0.739644	0.746634	0.753789	0.761097	0.768547	0.776136	0.783869	0.791755	0.799793	0.807965	0.816247	0.824616	0.833055	0.841553	0.850093	0.858656	0.867222	0.875775	0.884299	0.892779	0.901204	0.909564	0.91785	0.92605	0.93415	0.942132	0.949983	0.957678	0.965184	0.972462	0.979472	0.986184	0.992576	0.998624	1.00429	1.00953	1.01431	1.0186	1.02237	1.02561	1.02831	1.03044	1.032	1.03299	1.03339	1.03324	1.03255	1.03135	1.02964	1.02744	1.02477	1.02167	1.01817	1.01431	1.01012	1.00562	1.00083	0.995756	0.990427	0.984847	0.979024	0.972962	0.966668	0.960147	0.953401	0.946431	0.939243	0.931834	0.924198	0.916336	0.908258	0.89998	0.891511	0.88285	0.873993	0.864939	0.855701	0.846302	0.836769	0.827128	0.817404	0.807621	0.797803	0.787978	0.778182	0.76845	0.758803	0.749242	0.739751	0.730306	0.720882	0.71146	0.70203	0.69259	0.683132	0.673641	0.664103	0.654513	0.644873	0.635186	0.625452	0.615677	0.60587	0.596034	0.586164	0.576257	0.566318	0.556359	0.546391	0.536419	0.526452	0.5165	0.506565	0.496639	0.486713	0.476788	0.466864	0.456938	0.446992	0.437002	0.426944	0.4168	0.406567	0.396261	0.385908	0.375536	0.365162	0.354801	0.344464	0.334165	0.323922	0.313753	0.303674	0.293694	0.283813	0.274028	0.264343	0.254779	0.24536	0.236112	0.227051	0.218186	0.209529	0.201099	0.192908	0.184966	0.177281	0.169857	0.162692	0.15578	0.149114	0.142686	0.136488	0.13051	0.12474	0.119171	0.113805	0.108649	0.103709	0.0989791	0.0944481	0.0901077	0.085962	0.0820256	0.0783112	0.0748244	0.0715665	0.0685382	0.0657431	0.0631882	0.0608828	0.0588356	0.0570505	0.0555235	0.0542478	0.0532269	0.0524755	0.0520112	0.0518442	0.0519743	0.0523995	0.053122	0.0541542	0.0555135	0.057215	0.0592736	0.0617036	0.0645205	0.0677378	0.0713665	0.0754101	0.0798693	0.0847446	0.0900303	0.0957173	0.101801	0.108278	0.115141	0.122372	0.129952	0.137871	0.146133	0.154752	0.163743	0.173114	0.182867	0.193011	0.203558	0.214529	0.225952	0.23786	0.250287	0.263261	0.276817	0.291002	0.305883	0.321542	0.338064	0.355529	0.374005	0.393534	0.414144	0.43585	0.458661	0.482574	0.507559	0.533575	0.560583	0.588606	0.617923	0.65
0.67	0.667948	0.666594	0.665772	0.665372	0.66535	0.665683	0.666357	0.667363	0.668693	0.670345	0.672316	0.674603	0.6772	0.680107	0.683328	0.686871	0.690744	0.694952	0.699491	0.704348	0.709506	0.714945	0.720651	0.726613	0.73282	0.739262	0.74593	0.752812	0.7599	0.767189	0.774675	0.782359	0.790231	0.798279	0.806484	0.814827	0.823292	0.831861	0.84052	0.84925	0.858033	0.866853	0.875694	0.88454	0.893377	0.902192	0.910972	0.919699	0.928356	0.936922	0.945373	0.953682	0.961813	0.969728	0.977388	0.984757	0.991801	0.998486	1.00477	1.01062	1.01599	1.02084	1.02516	1.02892	1.0321	1.03469	1.03668	1.03805	1.03883	1.03901	1.03862	1.03768	1.0362	1.0342	1.03172	1.02879	1.02545	1.02172	1.01764	1.01324	1.00853	1.00355	0.998304	0.99281	0.987076	0.981108	0.974911	0.968488	0.961839	0.954963	0.947859	0.940524	0.932955	0.92515	0.917116	0.90886	0.900391	0.891714	0.882835	0.873764	0.864519	0.855125	0.845609	0.836002	0.826333	0.81663	0.806922	0.797239	0.787608	0.778056	0.768597	0.759233	0.749956	0.740749	0.731591	0.722466	0.713358	0.704255	0.695144	0.686011	0.676842	0.667628	0.658366	0.649053	0.639691	0.630281	0.620827	0.611333	0.6018	0.59223	0.582629	0.573005	0.563366	0.553721	0.544076	0.534434	0.524797	0.515159	0.505515	0.495858	0.486184	0.476481	0.466734	0.456925	0.447036	0.437054	0.426976	0.41681	0.40657	0.396274	0.38594	0.375581	0.365214	0.354855	0.344522	0.334233	0.324005	0.313852	0.303783	0.293807	0.283936	0.274188	0.264585	0.255147	0.245891	0.236831	0.22798	0.219354	0.210962	0.202814	0.194916	0.18727	0.179875	0.172727	0.16582	0.159145	0.152695	0.146461	0.140434	0.134607	0.128979	0.12355	0.11832	0.113286	0.108443	0.103787	0.0993213	0.0950538	0.0909921	0.087142	0.0835072	0.0800914	0.0768992	0.0739367	0.0712109	0.0687282	0.0664923	0.0645046	0.0627656	0.0612803	0.0600585	0.0591115	0.0584484	0.0580745	0.0579944	0.0582155	0.0587496	0.0596115	0.0608167	0.0623806	0.0643186	0.0666459	0.0693761	0.0725204	0.0760859	0.0800771	0.0844959	0.0893409	0.0946085	0.100295	0.106396	0.112904	0.119808	0.127098	0.134766	0.142813	0.151245	0.160072	0.169301	0.17894	0.189002	0.199505	0.210475	0.221943	0.233951	0.24654	0.25976	0.273664	0.288317	0.303798	0.320191	0.337584	0.356059	0.375686	0.396519	0.418592	0.441924	0.466518	0.492354	0.519388	0.547554	0.576766	0.606939	0.638023	0.67
0.69	0.688071	0.685836	0.683682	0.681813	0.680302	0.67917	0.678418	0.678042	0.678036	0.678395	0.679116	0.680196	0.681632	0.683424	0.685575	0.688088	0.690969	0.694218	0.697831	0.701802	0.706117	0.710764	0.715732	0.721009	0.726586	0.732453	0.738601	0.74502	0.751702	0.75864	0.765827	0.773258	0.780922	0.788807	0.796897	0.805174	0.813624	0.822228	0.830972	0.839836	0.848805	0.857861	0.866987	0.876168	0.885386	0.894626	0.903868	0.913094	0.92228	0.931402	0.94043	0.949331	0.958069	0.966603	0.974892	0.982893	0.990567	0.997872	1.00477	1.01121	1.01716	1.02258	1.02744	1.03171	1.03539	1.03844	1.04086	1.04265	1.04381	1.04435	1.04429	1.04364	1.04243	1.04069	1.03845	1.03573	1.03258	1.02903	1.02511	1.02086	1.0163	1.01145	1.00633	1.00097	0.995356	0.989512	0.983437	0.977133	0.970598	0.963828	0.956821	0.949571	0.942074	0.934329	0.926338	0.918108	0.909645	0.90096	0.892065	0.882977	0.873718	0.864317	0.854804	0.845212	0.835576	0.825927	0.816297	0.806716	0.797209	0.787799	0.778497	0.769308	0.760224	0.751233	0.742317	0.73346	0.724642	0.715848	0.707059	0.698259	0.689433	0.68057	0.67166	0.6627	0.653686	0.644619	0.635501	0.626334	0.617124	0.607873	0.598588	0.589278	0.579949	0.570608	0.561261	0.55191	0.542555	0.53319	0.52381	0.514405	0.504967	0.495481	0.485933	0.476307	0.466586	0.45676	0.446825	0.436782	0.426642	0.416416	0.406119	0.395766	0.385373	0.37496	0.364545	0.354148	0.343788	0.333483	0.323249	0.313101	0.303056	0.293134	0.283354	0.273736	0.264298	0.255054	0.24602	0.237206	0.228625	0.220282	0.212184	0.204333	0.196727	0.189362	0.182233	0.175332	0.168652	0.162184	0.15592	0.149855	0.143982	0.138301	0.132809	0.127503	0.122379	0.117438	0.11268	0.108111	0.103736	0.0995596	0.0955869	0.0918223	0.0882706	0.0849375	0.0818286	0.0789495	0.0763044	0.0738965	0.0717296	0.069809	0.0681428	0.06674	0.0656091	0.0647579	0.0641946	0.063929	0.0639733	0.0643421	0.0650509	0.0661157	0.0675525	0.0693768	0.071603	0.0742433	0.0773073	0.0808022	0.0847324	0.0890999	0.0939046	0.0991447	0.104817	0.110917	0.117438	0.124373	0.131718	0.139474	0.147644	0.156235	0.165257	0.174721	0.184645	0.195053	0.205975	0.217451	0.229529	0.242262	0.255714	0.269953	0.285061	0.301124	0.318234	0.336485	0.355963	0.376743	0.398885	0.422428	0.447391	0.47377	0.501535	0.530626	0.560945	0.592349	0.624612	0.657357	0.69
0.71	0.708576	0.705148	0.701537	0.698198	0.695251	0.692725	0.690622	0.688936	0.687662	0.686792	0.686323	0.68625	0.686572	0.687288	0.6884	0.689909	0.691817	0.694124	0.696829	0.699925	0.703405	0.70726	0.711479	0.716056	0.72098	0.726243	0.731838	0.737755	0.743986	0.750525	0.757362	0.764489	0.771897	0.779573	0.787503	0.795671	0.804062	0.812659	0.821446	0.830407	0.839523	0.848779	0.858156	0.867636	0.877201	0.886831	0.896504	0.906196	0.915881	0.925529	0.935107	0.944576	0.953898	0.963027	0.97192	0.98053	0.988812	0.996719	1.00421	1.01123	1.01775	1.02372	1.02912	1.03391	1.03808	1.04161	1.04448	1.0467	1.04827	1.04919	1.04949	1.04918	1.04829	1.04684	1.04488	1.04242	1.03952	1.0362	1.0325	1.02845	1.02408	1.01942	1.01448	1.00928	1.00384	0.998153	0.99223	0.986071	0.979671	0.973026	0.96613	0.958977	0.951562	0.943883	0.93594	0.927739	0.919289	0.910601	0.901693	0.892585	0.883306	0.873886	0.864361	0.854767	0.84514	0.835519	0.825935	0.81642	0.807	0.797696	0.788519	0.779474	0.770556	0.761754	0.753053	0.744433	0.735875	0.727358	0.718863	0.71037	0.70186	0.69332	0.684738	0.676105	0.667416	0.658671	0.649868	0.641012	0.632106	0.623155	0.614167	0.605148	0.596107	0.58705	0.577981	0.568901	0.55981	0.550701	0.541568	0.532401	0.523186	0.51391	0.504556	0.495109	0.485554	0.475878	0.466077	0.45615	0.446102	0.435942	0.425682	0.415338	0.404927	0.394468	0.383981	0.37349	0.363015	0.352578	0.342198	0.331897	0.321695	0.311611	0.301668	0.291884	0.282277	0.272864	0.263658	0.254672	0.245914	0.237392	0.22911	0.221071	0.213271	0.205709	0.198379	0.191273	0.184384	0.177705	0.171227	0.164944	0.15885	0.152941	0.147214	0.141666	0.136295	0.1311	0.126082	0.121245	0.116593	0.112129	0.107858	0.103785	0.0999146	0.0962513	0.0928002	0.0895661	0.0865534	0.0837661	0.0812087	0.0788869	0.0768076	0.0749789	0.0734093	0.0721076	0.0710836	0.0703482	0.0699146	0.0697973	0.070012	0.0705753	0.0715034	0.0728128	0.0745184	0.0766341	0.0791713	0.0821395	0.0855459	0.0893953	0.0936905	0.0984325	0.103621	0.109253	0.115326	0.121838	0.128786	0.136173	0.144003	0.152284	0.161027	0.17025	0.179974	0.190229	0.201052	0.212491	0.224602	0.23745	0.25111	0.265665	0.281206	0.297833	0.315645	0.334741	0.355215	0.377147	0.4006	0.425617	0.452215	0.480388	0.510096	0.541267	0.57379	0.607495	0.642094	0.67694	0.71
